,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
35,Holcomb Valley Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/holcomb-valley-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,"Single Site $27 - Holiday $28 - 8 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.30194444,-116.8944444,"For winter access take Polique Canyon Road when Van Dusen Canyon Road is closed for winter.  From Fawnskin, continue on North Shoe Drive/Hwy 38 to Polique Canyon Road. Make a left, Polique Canyon Road becomes Forest Service Road 2N09. Continue on 2N09 for approximately 4 miles. Make a right hand turn (east ) on 3N16 for ¾ of a mile. Holcomb Valley Campground will be on your left hand side.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
36,Horse Springs Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/horse-springs-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,Year-Round,$10 per night/per site. Please be prepared to pay with either cash or check. America the Beautiful Interagency Senior and Access Passes provide for 50% off site fees per night. Include pass number on envelope when paying.,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.35222222,-117.0688889,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
37,Ironwood Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/ironwood-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/05/2024 - 10/05/2024,Group Site $127 - Holiday $137,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.30333333,-117.0113889,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38 into Big Bear City, to E. Big Bear Blvd. Turn left onto E. Big Bear Blvd./SR-38. Turn right onto Greenway Drive/CA-18/SR-38. Turn left onto North Shore Drive, SR-38. Continue on North Shore Drive/Hwy 38 until you reach the City of Fawnskin. As you reach the “Y”, veer right on to Rim of the World Drive, past the County Fire Station 96. Continue on Rim of the World, after the pavement ends the road turns into Forest Road 3N14. This dirt road will take you approximately 6.1 miles. Turn left, then right on 3N97 for a short distance to the campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
38,Joe Elliot Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/joe-elliot-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Front Country Ranger District
Address:
1209 Lytle Creek Road Lytle Creek, CA 92358
Phone:
(909) 382-2851
Hours:
Wednesday-Sunday from 8:00 am to 4:30 pm, Monday & Tuesday Closed",34.23658,-117.526124,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
39,Juniper Springs Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/juniper-springs-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/09/2024 - 10/05/2024,Group Site $149 - Holiday $157,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.219891,-116.716311,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on Highway 38 until you reach Forest Service Road 2N01. Make a right on FS Road 2N01 and proceed 2.2 miles. Turn right just before the junction of 2N04 and 2N01, proceed 0.6 mile and part at the camp. Vehicles with a high clearance is recommended. It is not recommended for trailers.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
40,Keller Peak Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/keller-peak-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.206535,-117.043698,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
41,Little Bear Springs PCT Trail Camp (hike-in only),https://www.fs.usda.gov/r05/sanbernardino/recreation/little-bear-springs-pct-trail-camp-hike-only,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.30111111,-116.9763889,,Restrooms are not available at this site.,,,,False
42,Lobo Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/lobo-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/18/2025 - 09/20/2025,Group Site $362 - Holiday $372,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.17611111,-116.8611111,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38. From the Mill Creek Work Station go approximately 22 miles to Lobo Group Campground.",Restrooms are not available at this site.,Potable water is available at this site.,,,False
43,Marion Mountain Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/marion-mountain-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/22/25 - 11/10/2025,$10 per night (incudes 1 vehicle) + $5 each additional vehicle payable at the campground.,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",33.78388889,-116.7311111,"From I-10E exit 8th St in Banning California turn right onto 8th St, then left on Lincoln St, then right on San Gorgonio Ave/Highway 243. From I-10W exit Hargrave St, turn left onto Hargrave St, then right on Lincoln St. then left on San Gorgonio Ave/Highway 243. Go South on 243 for approximately 20 miles just past the Alandale Fire Station. Go left at Azalea Trails Rd (Stone Creek Campground Road) for 1.5 miles.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
44,Mission Springs PCT Trail Camp,https://www.fs.usda.gov/r05/sanbernardino/recreation/mission-springs-pct-trail-camp,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.123246,-116.756393,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
45,Morton Peak Fire Lookout,https://www.fs.usda.gov/r05/sanbernardino/recreation/morton-peak-fire-lookout,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,,,"Mill Creek Visitor Center
Address:
34701 Mill Creek Road Mentone, CA 92359
Phone:
(909) 382-2882
Hours:
Saturday-Sunday 9:00 am to 4:00 pm (Closed on
federal holidays
)",34.101389,-117.039722,"From Redlands/Mentone, take Hwy 38 toward Forest Falls - Big Bear. Approximately 1.5 miles past the Mill Creek Ranger Station and across from the Vista Point parking area, turn left and drive up Forest Service Road 1N12. This is a narrow dirt road and high clearance vehicles are recommended.  Four-wheel drive vehicles may also be required after rain/snow.  Drive on 1N12 approximately 1.5 miles to the gate (on left). Morton is located about another 1.5 miles past the gate on Forest Service Road 1S13 on the top of the peak.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
46,North Shore Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/north-shore-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/21/2023 - 10/02/2023,"Single Site $29 - Holiday $31 - 8 person maximum
Double Site $56- Holiday $57 - 16 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
RV dump $10
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.26777778,-117.1636111,"Take Highway 18 to Lake Arrowhead turn-off (Highway 173). Go approximately 2 miles to the stop sign at the Village. Turn right, go approximately 2 more miles around the lake, pass the dam and marinas, and turn right at the Mountains Community Hospital sign. Follow Hospital Road a short distance to the campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
47,Oso Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/oso-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/18/2025 - 09/20/2025,Single Site $480 - Holiday $490,,,34.17555556,-116.8613889,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38. From the Mill Creek Work Station go approximately 22 miles to Oso Group Campground.",Restrooms are not available at this site.,Potable water is available at this site.,,,False
48,Paiute Canyon Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/paiute-canyon-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Front Country Ranger District
Address:
1209 Lytle Creek Road Lytle Creek, CA 92358
Phone:
(909) 382-2851
Hours:
Wednesday-Sunday from 8:00 am to 4:30 pm, Monday & Tuesday Closed",34.31416667,-117.6077778,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
49,Pineknot Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/pineknot-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/25/2024 - 10/19/2024,"Single Site $34 - Holiday $34 - 8 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.235063,-116.884067,"Take I-10 East to San Bernardino. Merge onto CA-210 W via Exit 77 toward CA-330/Highland. Merge onto CA-330 N via Exit 81 toward Mtn Resorts. CA-330 N becomes CA-18. Take State Highway 18 to Big Bear.  When you arrive at the Big Bear Lake Dam/Bridge- there is a signal light at the bridge. Go straight past the signal light. Continue on I-18 towards Big Bear Lake. Upon entering the City of Big Bear Lake, Hwy 18 is Big Bear Blvd. Make a left turn at the Village Sign and continue on Big Bear Blvd (east bound) direction until you arrive at Summit Blvd. Make a right hand turn at the signal light onto Summit Blvd. Continue on Summit Blvd towards Snow Summit Ski Resort (southbound direction). Make a left hand turn into the VIP parking lot. Follow the signs, making a right and then a left, following the road behind the condos. Pineknot Campground will be on your right.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
50,Pinyon Flat Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/pinyon-flat-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,"$8 per site, includes one vehicle.  Additional $5 for each additional vehicle.",,"Santa Rosa and San Jacinto Mountains National Monument
Address:
51500 Highway 74 Palm Desert, CA 92260
Phone:
(760) 862-9984
Hours:
Thursday through Monday from 8:00 am to 4:00 pm (Closed on
federal holidays
)",33.584877,-116.456766,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
51,Ribbonwood Equestrian Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/ribbonwood-equestrian-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,"$15 per night, holders of Interagency Senior or Access cards are entitled to 50% campsite fee reduction. Holder of the card must be present.",,"Santa Rosa and San Jacinto Mountains National Monument
Address:
51500 Highway 74 Palm Desert, CA 92260
Phone:
(760) 862-9984
Hours:
Thursday through Monday from 8:00 am to 4:00 pm (Closed on
federal holidays
)",33.57694444,-116.4525,"From Palm Springs/Highway 111: take the Palms to Pines Highway (Hwy 74) South approximately 16 miles to the community of Pinyon. Take a left turn onto Transfer Station Road (Watch for signs/directions). Entrance is on right-hand side. From Anza: take highway 371 East to the Palms to Pines Highway (Hwy 74). Turn Right onto Hwy 74, and drive approximately 10 miles North to the community of Pinyon. Turn Right onto Transfer Station Road(watch for Signs/Directions). Campground is on the right-hand side.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
52,San Gorgonio Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/san-gorgonio-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/18/2025 - 09/18/2025,"Single Site $34 - Holiday $36 - 8 person maximum
Double Site $67- Holiday $69 - 16 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mill Creek Visitor Center
Address:
34701 Mill Creek Road Mentone, CA 92359
Phone:
(909) 382-2882
Hours:
Saturday-Sunday 9:00 am to 4:00 pm (Closed on
federal holidays
)",34.17388889,-116.8666667,From the Discovery Center take Hwy SR 38 towards Redlands for 25.4 miles. Turn right into the campground.,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
53,Santa Rosa Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/santa-rosa-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Santa Rosa and San Jacinto Mountains National Monument
Address:
51500 Highway 74 Palm Desert, CA 92260
Phone:
(760) 862-9984
Hours:
Thursday through Monday from 8:00 am to 4:00 pm (Closed on
federal holidays
)",33.54333333,-116.4655556,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
54,Serrano Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/serrano-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,03/07/2025 - 11/29/2025,"Overnight Use:
Single Site: $44 per night
Double Site: $56 per night
Additional Holiday Fee: $2 per night
Additional Vehicle Fee: $8 per vehicle per night
Dump Station: $10 per use
Single Site $40 - Holiday $42 - 8 person maximum
Double Site $79 - Holiday $81 - 16 person maximum
Single Site with Hook up Site $51 - Holiday $53 - 8 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
RV dump $10
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.26305556,-116.9152778,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/CA-38. Continue on State Highway 38 into Big Bear City, to E. Big Bear Blvd. Turn left onto E. Big Bear Blvd./SR-38. Turn right onto Greenway Drive/SR-18/SR-38. Turn left onto North Shore Drive, CA-38. Continue on North Shore Drive/Hwy 38, approximately 2 miles west of the Stanfield Cutoff. You will go past the Big Bear Discovery Center. Make a left hand turn onto North Shore Lane.  Turn right into Serrano Campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
55,Shady Cove Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/shady-cove-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/03/2024 - 10/12/2024,Group Site $114 - Holiday $126,,,34.169634,-116.827418,"From Highway 330, exit at Running Springs. Turn right on Highway 18. Drive approximately one mile to the Deerlick Ranger Station (aka: Children's Forest Visitor Center). Turn right just past the Ranger Station on Keller Peak Road and proceed five miles to Children's Forest. Turn left at the Children's Forest Trailhead and follow the signs to Shady Cove, sites A, B and C.",,,,,False
56,Skyline Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/skyline-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,04/18/2025 - 10/04/2025,"Group $127 per night, Holiday $137 per night",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.15888889,-116.7941667,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38. From the Mill Creek Work Station go approximately 24.55 miles to Forest Service Road 1N02. Turn right on FS Road 1N02. Continue on 1N02 to Skyline Group Campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
57,South Fork Family Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/south-fork-family-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/02/2025 - 09/27/2025,"Single Site $29 - Holiday $31 - 8 person maximum
Camping fee includes entry for 1 vehicle.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.169634,-116.827418,From the Mill Creek Work Center take SR Hwy 38 towards Big Bear for 21.6 miles and turn right into the campground.,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
58,Stockton Flats Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/stockton-flats-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Front Country Ranger District
Address:
1209 Lytle Creek Road Lytle Creek, CA 92358
Phone:
(909) 382-2851
Hours:
Wednesday-Sunday from 8:00 am to 4:30 pm, Monday & Tuesday Closed",34.296874,-117.590524,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
59,Stone Creek Yellow Post Sites (5S09),https://www.fs.usda.gov/r05/sanbernardino/recreation/stone-creek-yellow-post-sites-5s09,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,Open year-round.,No fees are associated with this site.,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",33.771069,-116.767698,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
60,Tanglewood Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/tanglewood-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/03/2024 - 10/05/2024,Group Site $149 - Holiday $159,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.29277778,-116.8622222,"Take I-10 East to San Bernardino. Merge onto CA-210 W via Exit 77 toward CA-330/Highland. Merge onto CA-330 N via Exit 81 toward Mtn Resorts. CA-330 N becomes CA-18 in the town of Running Springs. Take CA-18 to Big Bear. At the Dam/Bridge, turn left onto CA-38 at the signal light towards Fawnskin. Continue on North Shore Drive/CA-38 through Fawnskin. Continue on North Shore Drive/Hwy 38 until you reach the Van Dusen Canyon Road, Forest Service Road 3N09. Make a left  hand turn on Van Dusen Canyon Road. Continue on the Forest Service Road 3N09 for approximately 4 miles. Turn right on Forest Service Road 3N16, continue for approximately 2 miles. Make a right on Forest Service Road 3N79 to the Group Campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
61,Tent Peg Group Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/tent-peg-group-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/03/2024 - 10/05/2024,Group Site $149 - Holiday $159,,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.26027778,-117.0997222,"Take Freeway to 330 North. Go through Running Springs and Arrowbear, CA to Green Valley Road. Stay on road and continue for approximately 1 and a half miles past Crab Flats Campground. Parking area and restroom are on the left.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
62,Thomas Hunting Grounds Yellow Post Sites,https://www.fs.usda.gov/r05/sanbernardino/recreation/thomas-hunting-grounds-yellow-post-sites,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"Mill Creek Visitor Center
Address:
34701 Mill Creek Road Mentone, CA 92359
Phone:
(909) 382-2882
Hours:
Saturday-Sunday 9:00 am to 4:00 pm (Closed on
federal holidays
)",34.1305556,-117.01101944,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
63,Thomas Mountain & Toolbox Springs Yellow Post Site,https://www.fs.usda.gov/r05/sanbernardino/recreation/thomas-mountain-toolbox-springs-yellow-post-site,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,,No fees are associated with this site.,,"San Jacinto Ranger District
Address:
P.O. Box 518 Idyllwild, CA 92549
Phone:
(909) 382-2921
Hours:
Thursday through Monday from 8:00 am to 4:00 pm; Closed for lunch 12:00 pm - 1:00 pm",33.61166667,-116.6602778,,Restrooms are not available at this site.,Potable water is not available at this site.,,,False
64,Wild Horse Equestrian Campground,https://www.fs.usda.gov/r05/sanbernardino/recreation/wild-horse-equestrian-campground,San Bernardino National Forest,https://www.fs.usda.gov/r05/sanbernardino,05/02/2025 - 09/20/2025,"Single Site $35 - Holiday $37 - 8 person maximum
Double Site $69.00 - Holiday $71 - 16 person maximum
Camping fee includes entry for 1 vehicle.
Double sites allow for 2 vehicles.
Extra vehicle fee $8 per night.
Checks under $50 not accepted.",,"Mountaintop Ranger District and Discovery Center
Address:
40971  North Shore Drive, Highway 38 Fawnskin, CA 92333
Phone:
(909) 382-2790
Hours:
Thursday-Monday from 9:00 am to 4:00 pm, Tuesday & Wednesday Closed",34.16111111,-116.7833333,"Take I-10 East to Redlands. Take the University Street exit, EXIT 80. Turn left (northbound) on University Street. Turn right onto E. Lugonia Avenue/SR-38. Continue on State Highway 38. From the Mill Creek Work Station go approximately 24.55 miles to Forest Service Road 1N02. Turn right on FS Road 1N02. Continue on 1N02 to Wild Horse Equestrian Family Campground.",Restrooms are not available at this site.,Potable water is not available at this site.,,,False
