,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities,body_of_water
41,Peavine Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/peavine-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Mid May - late October, as weather and conditions allow.","No fees are required for this site
No fee",,"Austin-Tonopah Ranger District's Tonopah Office
Address:
1400 S. Erie Main Street, Tonopah, NV 89049
Phone:
775-482-6286
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.6205,-117.3124,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
42,Pine Creek Campground (Austin-Tonopah),https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/pine-creek-campground-austin-tonopah,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"June - October, as weather and conditions allow.",No fees are required for this site,,"Austin-Tonopah Ranger District's Tonopah Office
Address:
1400 S. Erie Main Street, Tonopah, NV 89049
Phone:
775-482-6286
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.7869,-116.8482,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
43,Pine Creek Campground (Jarbidge),https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/pine-creek-campground-jarbidge,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,June to October,No fees are required for this site,,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.8382,-115.4291,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
44,Robinson Creek South/North Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/robinson-creek-southnorth-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late April - early October, as weather and conditions allow.","Overnight Use:
Single Site: $23 per night
Double Site: $40 per night
Additional Vehicle Fee: $6 per vehicle per night
Per Day:
$32 Single/$50 Double/$6 Extra Vehicle.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.184252,-119.322237,"From Highway 395 south in Bridgeport, turn left and travel approximately 11 miles on Twin Lakes Road. The campground is on left hand side of road.",Restrooms are available at this site.,Potable water is available at this site.,,,False
45,San Juan Dispersed Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/san-juan-dispersed-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Mid May - late October, as weather and conditions allow.","No fees are required for this site
No fee",,"Austin-Tonopah Ranger District's Austin Office
Address:
100 Midas Canyon Road, Austin, NV 89310
Phone:
775-964-2671
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.1206,-117.2724,,,Potable water is not available at this site.,,,False
46,Sawmill Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/sawmill-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"June - October, as weather and conditions allow.",No fees are required for this site,,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.8752,-115.4297,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
47,Silver Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/silver-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"June - September, as weather and conditions allow.","Overnight Use:
Single Site: $18 per night
Double Site: $34 per night
Per Day:
$24 Single/$6 Extra Vehicle.",,"Carson Ranger District
Address:
1536 South Carson Street, Carson City, NV 89801
Phone:
775-882-2766
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.588903,-119.7869,"1. Take Highway 88 approximately 14 miles to Woodfords, California.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
48,Sonora Bridge Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/sonora-bridge-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late April - early October, as weather and conditions allow","Overnight Use
Single Site: $20 per night
Extra Vehicle Fee: $6 per night
Per Day:
$24 Single/$6 Extra Vehicle.",,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Wells Office
Address:
140 Pacific Avenue, Wells, NV 89835
Phone:
775-752-3357
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.362486,-119.474628,"1. From Highway 395 south in Bridgeport, drive approximately 17 miles to Highway 108, Sonora Junction.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
49,South Ruby Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/south-ruby-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"May - November, as weather and conditions allow.","Overnight Use:
Single Site: $17 per night
Double Site: $34 per night",,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Wells Office
Address:
140 Pacific Avenue, Wells, NV 89835
Phone:
775-752-3357
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",40.1779,-115.4957,,Restrooms are available at this site.,Potable water is available at this site.,,,True
50,Thomas Canyon Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/thomas-canyon-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"May - November, as weather and conditions allow.","Overnight Use:
Single Site: $19 per night
Double Site: $38 per night",,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Wells Office
Address:
140 Pacific Avenue, Wells, NV 89835
Phone:
775-752-3357
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",40.6472,-115.4068,,Restrooms are available at this site.,Potable water is available at this site.,,,False
51,Timber Creek Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/timber-creek-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"End of May - September, as weather and conditions allow.","Overnight Use:
Single Site: $10 per night
Group A: $60 per night (up to 100 people)
Group D: $45 per night (up to 50 people)
Group B, C, & E: $35 per night (up to 25 people)",,"Ely Ranger District
Address:
825 Avenue E, Ely, NV 89301
Phone:
775-289-3031
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.4049,-114.6292,"From Ely, Nevada, take US 93 north and drive 5 miles north past the town of McGill. Turn on State Route 486 and continue 8 miles on this paved road. Turn left on Forest road 425 at the Timber Creek sign. Drive up this dirt road another 3 miles to the campground.",Restrooms are available at this site.,Potable water is available at this site.,,,False
52,Toquima Cave Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/toquima-cave-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Mid May - late October, as weather and conditions allow.",No fees are required for this site,,"Austin-Tonopah Ranger District's Austin Office
Address:
100 Midas Canyon Road, Austin, NV 89310
Phone:
775-964-2671
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.1877,-116.7905,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
53,Trumbull Lake Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/trumbull-lake-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Early June - early October, as weather and conditions allow","Overnight Use:
Single Site: $23 per night
Double Site: $40 per night
Triple Site: $50 per night
Additional Vehicle Fee: $6 per vehicle per night
Per Day:
$34 Single/ $50 Double/$65 Triple/$6 Extra Vehicle.",,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.049622,-119.258638,"1. From Bridgeport travel approximately 12 miles on Highway 395, turn right at Conway Summit on Virginia Lakes Road.",Restrooms are available at this site.,Potable water is available at this site.,,,True
54,Upper Bluster Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/upper-bluster-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"June - October, as weather and conditions allow.",No fees are required for this site,,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.8435,-115.4259,,Restrooms are available at this site.,Potable water is not available at this site.,,,False
55,Upper Virginia Creek Primitive Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/upper-virginia-creek-primitive-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"Late May - mid-October, as weather and conditions allow.",No fees are required for this site,,"Bridgeport Ranger District
Address:
75694 US-395 HC 62, Bridgeport, CA 93517
Phone:
760-932-7070
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.059171,-119.24176,"From Bridgeport, south on US-395 for 13 miles. Turn right onto Virginia Lakes Rd and go 4.7 miles. Then left into campground.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
56,Ward Mountain Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/ward-mountain-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"End of May - mid-October, as weather and conditions allow","Overnight Use:
Single Site: $12 per night
$12 Single Site; Group A: $75 per day (up to 150 people); Group Sites B & C: $50 per day (up to 100 people)",,"Ely Ranger District
Address:
825 Avenue E, Ely, NV 89301
Phone:
775-289-3031
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",39.2092,-114.9712,"From Ely, Nevada, take Highway 6 south towards Tonopah, 10 miles to Murray summit. Turn left just before the summit at the Forest Service sign for Ward Mountain Recreation Area and Campground.",Restrooms are available at this site.,Potable water is available at this site.,,,False
57,White River Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/white-river-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"End of May - mid-October, as weather and conditions allow",No fees are required for this site,,"Ely Ranger District
Address:
825 Avenue E, Ely, NV 89301
Phone:
775-289-3031
Hours:
Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",38.9417,-115.3406,"From Ely, NV take US-6 West for 30 miles, then right onto NFSR-405. Campground is 9.5 miles down this road.",Restrooms are available at this site.,Potable water is not available at this site.,,,False
58,Wildhorse Crossing Campground,https://www.fs.usda.gov/r04/humboldt-toiyabe/recreation/wildhorse-crossing-campground,Humboldt-Toiyabe National Forest,https://www.fs.usda.gov/r04/humboldt-toiyabe,"May - November, as weather and conditions allow.","Overnight Use:
Single Site: $5 per night",,"Mountain City-Ruby Mountains-Jarbidge Ranger District's Elko Office
Address:
660 South 12th Street, Ste. 108, Elko, NV 89801
Phone:
775-738-5171
Hours:
Open Mon.-Fri. 8 a.m. to 4:30 p.m. PST (Closed on
federal holidays
)",41.7226,-115.9001,,Restrooms are available at this site.,Potable water is not available at this site.,,,True
