,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities
39,Little Lasier Meadow Horse Camp,https://www.fs.usda.gov/r05/tahoe/recreation/little-lasier-meadow-horse-camp,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,August 1 - October 13,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.488424,-120.51577,"From either east bound or west bound Interstate 80, take exit 188 to Highway 89 North to Sierraville. In 14.5 miles turn left onto Forest Road 07, at the Little Truckee Summit. Drive approximately 15 miles to Forest Road 70 and turn left. Cross the steel bridge and turn left, then go one mile to campground entrance on the left.",Restrooms are available at this site.,Potable water is not available at this site.,,
40,Loganville Campground,https://www.fs.usda.gov/r05/tahoe/recreation/loganville-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 23 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.565884,-120.662064,From Sierra City: Drive 2 miles west of Sierra City on Hwy 49. Campground is on North Yuba River.,Restrooms are available at this site.,Potable water is not available at this site.,,
41,Logger Campground,https://www.fs.usda.gov/r05/tahoe/recreation/logger-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October 10,"Overnight Use:
Single Site: $23/night.
Double Site: $49/night.
Triple Site: $75/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$23/Night for single site,  $49/Night for Double site $75.00/Night for Triple site",,,39.464866,-120.121599,,Restrooms are available at this site.,Potable water is not available at this site.,,
42,Lower Little Truckee Campground,https://www.fs.usda.gov/r05/tahoe/recreation/lower-little-truckee-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20.00 per site
$5 for extra vehicle",,,39.485675,-120.237039,From Truckee: Drive 12 miles north on Hwy 89. Campground is located on the left and is along the Little Truckee River.,Restrooms are available at this site.,Potable water is not available at this site.,,
43,Madrone Cove Campground,https://www.fs.usda.gov/r05/tahoe/recreation/madrone-cove-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $24/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24/Night",,,39.46920104,-121.1642598,From Camptonville: Drive south on Hwy 49 to Marysville Road and turn right. Continue 5 miles. Campground is 5 miles north west of Dark Day Boat Ramp on west shore of Bullard's Bar Reservoir. Campground is by boat access only.,Restrooms are available at this site.,Potable water is not available at this site.,,
44,Meadow Knolls Group Camp,https://www.fs.usda.gov/r05/tahoe/recreation/meadow-knolls-group-camp,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,July 1 - September 19,"Overnight Use:
Group Site: $25/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$25 per site
$3 for extra vehicle
$1 for pets",,,39.41995499,-120.4826392,"From Sierraville: Travel south on Hwy 89 for 11 miles to Forest Road 7.  Turn right and travel west to the Meadow Lake turnoff.  Turn left on Forest Road 86 which becomes Nevada County Road 843 traveling south for approximately 10 miles. Most of the route is paved, but the last few miles are unpaved and becomes very rough.",Restrooms are available at this site.,Potable water is not available at this site.,,
45,Meadow Lake Campground,https://www.fs.usda.gov/r05/tahoe/recreation/meadow-lake-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,July 1,"Overnight Use:
Single Site: $15/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$15 per site
$3 for extra vehicle
$1 for pets",,,39.41717916,-120.4954739,"From Sierraville: Travel south on Hwy 89 for 11 miles to Forest Road 7. Turn right and travel west to the Meadow Lake turnoff. Turn left on Forest Road 86 which becomes Nevada County Road 843 traveling south for approximately 10 miles. Most of the route is paved, but the last few miles are unpaved and becomes very rough.",Restrooms are available at this site.,Potable water is not available at this site.,,
46,North Fork Campground,https://www.fs.usda.gov/r05/tahoe/recreation/north-fork-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Peak Season (Summer):
Single Site: $24/night.
Additional Vehicle: $5/night.
Non-Peak (October - May): No Fee
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
Winter (Oct-May): Free Summer: $24 per site $5 per extra vehicle",,,39.271456,-120.65805,From I-80: Take Emigrant Gap exit and travel 6 miles south east on Texas Hill Road.,Restrooms are available at this site.,Potable water is not available at this site.,,
47,Onion Valley Campground,https://www.fs.usda.gov/r05/tahoe/recreation/onion-valley-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $18/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$18 per site",,,39.263477,-120.656139,From I-80: Take Emigrant Gap exit and travel 7 miles south east on Texas Hill Road 19.,Restrooms are available at this site.,Potable water is not available at this site.,,
48,Packsaddle Campground,https://www.fs.usda.gov/r05/tahoe/recreation/packsaddle-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,June 13 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.624329,-120.649604,From 89 N to 49 N: Drive 13 miles headed west to Bassett's Station. Turn right on Gold Lake Hwy. Continue for 1/2 mile to Packer Lake Road and turn left. Drive 2 1/2 miles to reach campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
49,Pass Creek Campground,https://www.fs.usda.gov/r05/tahoe/recreation/pass-creek-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,August 1 - October 13,"Overnight Use:
Single Site: $24/night.
Additional Vehicle Charge: $5/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle","Contact Name:
Nevada Irrigation District
Contact Phone:
(530) 265-5302","Sierraville Ranger District
Address:
317 So. Lincoln St. Sierraville, CA 96126
Phone:
530-994-3401
Hours:
8:30 a.m. - 12:30 p.m., Monday-Friday (Closed on
federal holidays
)",39.505214,-120.533864,Take Interstate 80 to the Truckee/Highway 89 exit. Follow Hwy 89 north for 17 miles to the Jackson Meadows turnoff. Travel west on Forest Road 07 for 18 miles to Jackson Meadows Reservoir. Turn at the Pass Creek Campground sign.,Restrooms are available at this site.,Potable water is not available at this site.,,
50,Poppy Campground,https://www.fs.usda.gov/r05/tahoe/recreation/poppy-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $18/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$18 per site",,,39.12133651,-120.4376155,,Restrooms are available at this site.,Potable water is not available at this site.,,
51,Prosser Family Campground,https://www.fs.usda.gov/r05/tahoe/recreation/prosser-family-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October 10,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20 per site
$5 for extra vehicle",,,39.37767,-120.1626,,Restrooms are available at this site.,Potable water is not available at this site.,,
52,Prosser Ranch Group Campground,https://www.fs.usda.gov/r05/tahoe/recreation/prosser-ranch-group-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October,"Overnight Use:
Group Site: $143/site/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$143 per site",,,39.377771,-120.156847,,Restrooms are available at this site.,Potable water is not available at this site.,,
53,Ramshorn Campground,https://www.fs.usda.gov/r05/tahoe/recreation/ramshorn-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,TBD - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.540717,-120.910545,From Camptonville: Drive 15 miles northeast on Hwy 49. Campground is on North Yuba River.,Restrooms are available at this site.,Potable water is not available at this site.,,
54,Robinson Flat Campground,https://www.fs.usda.gov/r05/tahoe/recreation/robinson-flat-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"No Fees are required for this site.
No fee",,,39.156371,-120.502854,From I-80:   Take Foresthill Exit  and drive on Foresthill Road for 15 miles to the Forest Service Ranger Station just before the town of Foresthill. Continue on Foresthill Road for 27 miles to the pavement's end at Robinson Flat.,Restrooms are available at this site.,Potable water is not available at this site.,,
55,Rocky Rest Campground,https://www.fs.usda.gov/r05/tahoe/recreation/rocky-rest-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 17 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.51331884,-120.9772185,From Camptonville: Drive 10 miles northeast on Hwy 49. Campground is located on the North Yuba River.,Restrooms are available at this site.,Potable water is not available at this site.,,
56,Rucker Lake Campground,https://www.fs.usda.gov/r05/tahoe/recreation/rucker-lake-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $15/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$15 per site, 7 sites","Contact Name:
pge.com/recreation","Yuba River Ranger District
Address:
15924 Highway 49 Camptonville, CA 95922
Phone:
530-265-4531
Hours:
Open by appointment only.  (Closed on
federal holidays
)",39.358382,-120.65105,"From I-80: Take the Hwy 20 cutoff on I-80 and head west toward Nevada City for approximately 5 miles.  Turn right on Bowman Lake Road (Forest Road 18).  Go approximately 4 miles. Turn right onto road 18-006 (You will see a sign for ""Liahona""). Stay to the right until you reach the parking area.",Restrooms are available at this site.,Potable water is not available at this site.,,
57,Sagehen Creek Campground,https://www.fs.usda.gov/r05/tahoe/recreation/sagehen-creek-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"No Fees are required for this site.
Free",,,39.43459464,-120.2573867,,Restrooms are available at this site.,Potable water is not available at this site.,,
58,Salmon Creek Campground,https://www.fs.usda.gov/r05/tahoe/recreation/salmon-creek-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 21 - October 29,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.62344137,-120.6119192,From 89 N to 49 N: Drive 13 miles headed west to Bassett's Station. Turn right on Gold Lake Hwy. Continue for 2 miles on Gold Lake Hwy to campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
59,Sardine Campground,https://www.fs.usda.gov/r05/tahoe/recreation/sardine-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 21 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,"Yuba River Ranger District
Address:
15924 Highway 49 Camptonville, CA 95922
Phone:
530-265-4531
Hours:
Open by appointment only.  (Closed on
federal holidays
)",39.619358,-120.617377,From 89 N to 49 N: Drive 13 miles headed west to Bassett's Station. Turn right on Gold Lake Hwy. Drive 1 1/2 miles north on Gold Lake Hwy and take a left on Sardine Lake Road. Continue for 1/2 mile until reaching campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
60,Schoolhouse Campground,https://www.fs.usda.gov/r05/tahoe/recreation/schoolhouse-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 15 - October 15,"Overnight Use:
Single Site: $24/night.
Double Site: $48/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24-$48/Night",,"Yuba River Ranger District
Address:
15924 Highway 49 Camptonville, CA 95922
Phone:
530-265-4531
Hours:
Open by appointment only.  (Closed on
federal holidays
)",39.41807174,-121.1207041,From Camptonville: Drive south on Hwy 49 to Marysville Road and turn right. Continue for 4 miles. Campground is on south east side of Bullard's Bar Reservoir.,Restrooms are available at this site.,,,
61,Shirttail Campground,https://www.fs.usda.gov/r05/tahoe/recreation/shirttail-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,April 30 - October 31,"Overnight Use:
Single Site: $24/night (6 people).
Double Site: $48/night (12 people).
Triple Site: $72/night (18 people).
Dump Station: $6/use.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24/single site (6 people), $48/double site (12 people), $72/triple site (18 people)
Trailer dump station open on Sundays from 11am to 1pm, $6. Dump station may be available on demand, please contact camp hosts.",,"American River Ranger District
Address:
22830 Foresthill Rd Foresthill, CA 95631
Phone:
530-492-5631
Hours:
8:30 a.m.-4 p.m., Monday-Friday (Closed on
federal holidays
)",39.142188,-120.786301,From I-80:   Take the Foresthill Road exit for 17 miles to the town of Foresthill.  Continue on the road for 9 miles to Sugar Pine Road.  Turn left and continue on Sugar Pine Road for 9 miles and take a right on the first road after the Sugar Pine Recreation Area sign.  Travel 1 1/2 miles to the campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
62,Sierra Campground,https://www.fs.usda.gov/r05/tahoe/recreation/sierra-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20 per site
$5 for extra vehicle",,,39.630589,-120.558769,From Sierra City: Drive 7 miles northeast on Hwy 49. Campground is on North Yuba River.,Restrooms are available at this site.,Potable water is not available at this site.,,
63,Silver Creek Campground,https://www.fs.usda.gov/r05/tahoe/recreation/silver-creek-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 27 - October 10,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20 per site
$5 for extra vehicle",,,39.223258,-120.20272,From Truckee: Drive 6 miles south on Hwy 89.,Restrooms are available at this site.,Potable water is not available at this site.,,
64,Skillman Campground,https://www.fs.usda.gov/r05/tahoe/recreation/skillman-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 22 - October 15,"Overnight Use:
Group Site: $110/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Reservations can be made by visiting: https://www.recreation.gov/camping/campgrounds/234591
OR
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*",,,39.318141,-120.793194,"From Nevada City:   Drive 14 miles east on Hwy 20 toward Truckee. Turn right into Skillman and make a left at the first road to reach the campground.From I-80:   Take Hwy 20 exit and drive 12 miles west toward Nevada City. Turn left into Skillman, make a left at the first road to reach the campground.",Restrooms are available at this site.,Potable water is not available at this site.,,
65,Snag Lake Campground,https://www.fs.usda.gov/r05/tahoe/recreation/snag-lake-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 21 - October 15,No Fees are required for this site.,,,39.67093684,-120.626475,From Hwy 49 at Sierra City: Drive 4 1/2 miles to Bassett's Station. Turn left on Gold Lake Hwy. Continue for roughly 6 miles to Snag Lake Campground.From 89 N to 49 N: Drive 13 miles west to Bassett's Station. Turn right on Gold Lake Hwy. Continue for 5 miles to Snag Lake Campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
66,Sterling Lake Campground,https://www.fs.usda.gov/r05/tahoe/recreation/sterling-lake-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $15/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$15 per site",,,39.3536,-120.49335,From I-80: Take Cisco Grove exit and turn north. Take a left on the frontage road after crossing over the freeway. Turn right before Cisco Grove campground onto Rattlesnake Road. Continue 5 miles to Sterling Lake Campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
67,Talbot Campground,https://www.fs.usda.gov/r05/tahoe/recreation/talbot-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"No Fees are required for this site.
No Fee",,,39.18789873,-120.3734326,,Restrooms are available at this site.,Potable water is not available at this site.,,
68,Tunnel Mills Group Campground,https://www.fs.usda.gov/r05/tahoe/recreation/tunnel-mills-group-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Group Site: $99/night.
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$99 per site",,,39.252298,-120.651669,From I-80: Take Emigrant Gap exit and drive 7 1/2 miles south east on Texas Hill Road.,Restrooms are available at this site.,Potable water is not available at this site.,,
69,Union Flat Campground,https://www.fs.usda.gov/r05/tahoe/recreation/union-flat-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 20 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.5681071,-120.7450367,From Downieville: Drive 6 miles east on Hwy 49. Campground is on North Yuba River.,Restrooms are available at this site.,Potable water is not available at this site.,,
70,Upper Little Truckee Campground,https://www.fs.usda.gov/r05/tahoe/recreation/upper-little-truckee-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 24 - October 13,"Overnight Use:
Single Site: $20/night.
Additional Vehicle: $5/night.
Group Site: $66/night (25 people).
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$20.00 per family site
$66.00 for the group area
$5 for extra vehicle",,"Sierraville Ranger District
Address:
317 So. Lincoln St. Sierraville, CA 96126
Phone:
530-994-3401
Hours:
8:30 a.m. - 12:30 p.m., Monday-Friday (Closed on
federal holidays
)",39.491304,-120.244783,"From either east or west bound Interstate 80, take exit 188 Truckee/Highway 89. Head north toward Sierraville. In approximately 12 miles, turn left into the campground.",Restrooms are available at this site.,Potable water is not available at this site.,,
71,White Cloud Campground,https://www.fs.usda.gov/r05/tahoe/recreation/white-cloud-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 23 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site $5 for extra vehicle",,"Yuba River Ranger District
Address:
15924 Highway 49 Camptonville, CA 95922
Phone:
530-265-4531
Hours:
Open by appointment only.  (Closed on
federal holidays
)",39.319943,-120.846113,From I-80:  Take Hwy 20 exit and drive 14 miles west toward Nevada City.  Turn left into White Cloud and take the right fork to the campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
72,Wild Plum Campground,https://www.fs.usda.gov/r05/tahoe/recreation/wild-plum-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,May 20 - October 15,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site
$5 for extra vehicle",,,39.56675003,-120.6025745,From Sierra City: Drive 1 mile east of Sierra City on Hwy 49. Campground is 1 1/2 on Wild Plum Road along Haypress Creek.,Restrooms are available at this site.,Potable water is not available at this site.,,
73,Woodchuck Campground,https://www.fs.usda.gov/r05/tahoe/recreation/woodchuck-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,Memorial Day - Mid-October,No Fees are required for this site.,,,39.33333997,-120.5184619,From I-80: Take Cisco Grove exit and turn north. Make a left on frontage road after crossing over freeway. Turn right before Cisco Grove Campground onto Rattlesnake Road. Continue 3 miles to Woodchuck Campground.,Restrooms are available at this site.,Potable water is not available at this site.,,
74,Yuba Pass Campground,https://www.fs.usda.gov/r05/tahoe/recreation/yuba-pass-campground,Tahoe National Forest,https://www.fs.usda.gov/r05/tahoe,,"Overnight Use:
Single Site: $24/night.
Additional Vehicle: $5/night.
Interagency Senior/Access Recreation Passes provide a 50% discount to Single Campsites ONLY.
*The discount applies only to the fee for the campsite physically occupied by the pass holder, not to any additional fee or campsite(s) occupied by members of the pass holder's party.*
https://store.usgs.gov/recreational-passes
Please be prepared to pay with CASH or CHECK.
*Sites may be reservable and reservation fees apply.*
$24 per site",,"Yuba River Ranger District
Address:
15924 Highway 49 Camptonville, CA 95922
Phone:
530-265-4531
Hours:
Open by appointment only.  (Closed on
federal holidays
)",39.615927,-120.490693,From Sierraville: Drive 11 miles west on Hwy 49.  Campground will be on the left.,Restrooms are available at this site.,Potable water is not available at this site.,,
