,site_name,site_url,park_name,park_url,season_of_use,fee_info,contact_info,info_center,latitude,longitude,directions,restrooms,water,overview,amenities
43,Upper Hell Hole Campground,https://www.fs.usda.gov/r05/eldorado/recreation/upper-hell-hole-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - October,"No Fees are required for this site.
No fee",,"Georgetown Ranger District
Address:
7600 Wentworth Springs Rd Georgetown, CA 95634
Phone:
(530) 333-4312 / Rock Creek Trail Status:  (530) 334-6477
Hours:
8 AM until 4:30 PM, Tuesdays through Fridays (Closed on
federal holidays
)",39.081898,-120.357878,,Restrooms are available at this site.,Potable water is not available at this site.,,
44,Van Vleck Bunkhouse,https://www.fs.usda.gov/r05/eldorado/recreation/van-vleck-bunkhouse,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,,$75 (6 person max.),,"Placerville Ranger District
Address:
4260 Eight Mile Road Camino, CA 95709
Phone:
(530) 644-2324
Hours:
7 days a week from 8 AM until 4:30 PM including holidays (Summer Hours)",38.93661,-120.321771,,Restrooms are available at this site.,Potable water is not available at this site.,,
45,Wench Creek Campground,https://www.fs.usda.gov/r05/eldorado/recreation/wench-creek-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - September,$36,,"Placerville Ranger District
Address:
4260 Eight Mile Road Camino, CA 95709
Phone:
(530) 644-2324
Hours:
7 days a week from 8 AM until 4:30 PM including holidays (Summer Hours)",38.889243,-120.370567,,Restrooms are available at this site.,Potable water is not available at this site.,,
46,Wench Creek Group Campground,https://www.fs.usda.gov/r05/eldorado/recreation/wench-creek-group-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - September,$160/ 50 person (2 sites),,"Placerville Ranger District
Address:
4260 Eight Mile Road Camino, CA 95709
Phone:
(530) 644-2324
Hours:
7 days a week from 8 AM until 4:30 PM including holidays (Summer Hours)",38.888064,-120.367287,,Restrooms are available at this site.,Potable water is available at this site.,,
47,Wentworth Springs Campground,https://www.fs.usda.gov/r05/eldorado/recreation/wentworth-springs-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - October,"No Fees are required for this site.
No fee, No services.
Site Information
:
Number of Sites = 8
Tent Site # = All
Double Unit# = 7, 8",,"Placerville Ranger District
Address:
4260 Eight Mile Road Camino, CA 95709
Phone:
(530) 644-2324
Hours:
7 days a week from 8 AM until 4:30 PM including holidays (Summer Hours)",39.011516,-120.325376,,Restrooms are available at this site.,Potable water is not available at this site.,,
48,White Azalea Campground,https://www.fs.usda.gov/r05/eldorado/recreation/white-azalea-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - October,"$30/single site
Site Information
:
Number of Sites = 6
Tent Site # = All",,"Amador Ranger District
Address:
26820 Silver Drive Pioneer, CA 95667
Phone:
(209) 259-3774
Hours:
8 AM until 4:30 PM, Tuesdays through Saturdays until September (Closed on
federal holidays
)",38.485128,-120.262261,,Restrooms are available at this site.,Potable water is not available at this site.,,
49,Wolf Creek Campground,https://www.fs.usda.gov/r05/eldorado/recreation/wolf-creek-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - September,"$36/single
$72/double
Group #1 (25 people) = $140
Group #2 (50 people) = $170
Group #3 (25 people) = $140
Site Information
:
Number of Sites = 42
Tent Site # = 1, 4, 6‐11, 13‐21, 23‐27, 2935, 37, 41
Tent, Trailer, or R.V. Site # = 2, 3, 5, 12, 22, 28, 36, 38‐40
Double Site # = 33, 36, 38, 41
Group #1  = Tent
Group #2 = Tent, Trailer, RV
Group #3  = Walk-in Tent",,"Placerville Ranger District
Address:
4260 Eight Mile Road Camino, CA 95709
Phone:
(530) 644-2324
Hours:
7 days a week from 8 AM until 4:30 PM including holidays (Summer Hours)",38.885285,-120.39951,,Restrooms are available at this site.,Potable water is available at this site.,,
50,Woods Lake Campground,https://www.fs.usda.gov/r05/eldorado/recreation/woods-lake-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - October,"$36/ single site
$72/ double site
$10 for day use and trailhead parking",,"Amador Ranger District
Address:
26820 Silver Drive Pioneer, CA 95667
Phone:
(209) 259-3774
Hours:
8 AM until 4:30 PM, Tuesdays through Saturdays until September (Closed on
federal holidays
)",38.686748,-120.009249,,Restrooms are available at this site.,,,
51,Wrights Lake Campground,https://www.fs.usda.gov/r05/eldorado/recreation/wrights-lake-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,Late June - October,"$36/single
$72/double
$10/picnic area, day use, trailheads
Other fees: extra vehicle
Site Information
Number of Sites = 67 plus 15 equestrian
Tent Site # = 1‐19, 21, 23, 26, 32, 34,  35, 39, 47‐49, 59, 62‐64
Tent, Trailer, or RV Site # = 20, 22, 24, 25, 27‐31, 33, 36,  38, 40, 45, 46, 55‐57, 58, 60,  61, 65‐67
Double Site # = 7,  31, 56
Walk-In Tent Single Site # = 41 – 44, 50 ‐ 54
Equestrian Camping Site #  =  69 ‐ 83",,"Placerville Ranger District
Address:
4260 Eight Mile Road Camino, CA 95709
Phone:
(530) 644-2324
Hours:
7 days a week from 8 AM until 4:30 PM including holidays (Summer Hours)",38.844582,-120.236676,,Restrooms are available at this site.,Potable water is available at this site.,,
52,Yellowjacket Campground,https://www.fs.usda.gov/r05/eldorado/recreation/yellowjacket-campground,Eldorado National Forest,https://www.fs.usda.gov/r05/eldorado,June - September,"$36/ single site
$72/ double site
$10/boatramp day use
Other fees: $10 dumping waste tank, extra vehicle
Site Information
:
Number of Sites = 37
Single Tent, Trailer, or R.V. Site # = 1-12, 14-18, 20-24, and 36-37.
Double Site # = 13, 19, 35",,"Placerville Ranger District
Address:
4260 Eight Mile Road Camino, CA 95709
Phone:
(530) 644-2324
Hours:
7 days a week from 8 AM until 4:30 PM including holidays (Summer Hours)",38.891074,-120.38784,,Restrooms are available at this site.,Potable water is available at this site.,,
